Provider No,Provider Name,Program No,Program Name,Program Type,Service Type,Zip Code of Residence at Admission,Admissions
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10030,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10032,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10033,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10035,9
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10037,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10039,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10128,11
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10451,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10452,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10453,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10454,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10455,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10457,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10459,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10460,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10463,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10465,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10468,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10472,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,10473,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,11101,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,11206,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,11221,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,11368,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,11412,
10030,Center for Comprehensive Hlth Practice,7053,Family and Employment Services Pgm OP,Outpatient Services,Med Sup Outpatient,11434,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,07106,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10009,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10016,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10026,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10029,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10031,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10035,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10037,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10039,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10301,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10451,14
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10452,12
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10453,11
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10454,6
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10455,24
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10456,36
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10457,20
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10458,9
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10459,17
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10460,7
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10461,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10462,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10466,7
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10467,9
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10468,6
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10469,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10470,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10472,15
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10473,7
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10474,7
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10475,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10512,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10550,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10552,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,10703,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,11206,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,11216,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,11370,
10160,"Argus Community, Inc.",227,The Elizabeth L. Sturz Outpatient Ctr,Outpatient Services,Med Sup Outpatient,11413,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,07108,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,07407,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10003,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10004,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10010,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10013,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10016,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10018,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10024,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10025,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10026,7
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10027,7
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10029,8
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10030,17
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10031,46
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10032,20
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10033,7
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10034,8
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10035,136
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10036,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10037,7
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10038,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10039,27
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10040,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10451,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10452,6
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10453,6
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10454,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10455,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10456,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10457,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10458,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10459,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10460,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10461,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10462,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10463,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10466,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10467,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10468,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10471,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10472,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10473,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10474,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,11206,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,11210,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,11213,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,11226,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,11233,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,11237,
10160,"Argus Community, Inc.",52628,"Argus Community, Inc. OP 1",Outpatient Services,Med Sup Outpatient,11691,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,07040,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,07094,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10001,10
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10002,10
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10003,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10004,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10006,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10009,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10010,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10011,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10016,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10017,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10018,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10019,6
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10021,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10022,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10023,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10024,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10025,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10026,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10027,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10028,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10029,8
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10030,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10031,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10032,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10033,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10034,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10035,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10036,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10038,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10044,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10045,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10118,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10276,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10314,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10451,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10452,15
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10454,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10456,29
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10457,7
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10458,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10459,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10460,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10461,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10462,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10463,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10467,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10468,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10469,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10470,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10473,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10536,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,10973,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11101,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11102,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11203,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11205,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11207,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11208,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11214,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11215,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11216,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11221,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11222,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11223,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11230,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11231,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11232,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11233,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11235,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11237,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11368,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11385,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11418,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11430,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11554,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11693,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,11731,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,18015,
11490,Addiction Care Interventions,3489,Addiction Care Interventions OP,Outpatient Services,Med Sup Outpatient,18255,
12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Outpatient Services,Med Sup Outpatient,08857,
12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Outpatient Services,Med Sup Outpatient,10301,17
12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Outpatient Services,Med Sup Outpatient,10302,20
12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Outpatient Services,Med Sup Outpatient,10303,18
12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Outpatient Services,Med Sup Outpatient,10304,11
12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Outpatient Services,Med Sup Outpatient,10305,7
12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Outpatient Services,Med Sup Outpatient,10306,7
12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Outpatient Services,Med Sup Outpatient,10307,
12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Outpatient Services,Med Sup Outpatient,10308,
12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Outpatient Services,Med Sup Outpatient,10309,
12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Outpatient Services,Med Sup Outpatient,10310,10
12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Outpatient Services,Med Sup Outpatient,10312,
12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Outpatient Services,Med Sup Outpatient,10313,
12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Outpatient Services,Med Sup Outpatient,10314,42
12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Outpatient Services,Med Sup Outpatient,11202,
12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Outpatient Services,Med Sup Outpatient,11203,
12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Outpatient Services,Med Sup Outpatient,11232,
12030,"Camelot of Staten Island, Inc.",1687,"Camelot of Staten Island, Inc. OP",Outpatient Services,Med Sup Outpatient,11434,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,07018,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10002,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10003,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10029,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10035,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10451,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10452,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10454,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10455,36
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10456,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10457,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10458,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10459,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10460,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10463,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10464,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10465,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10466,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10467,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10468,
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10469,18
12030,"Camelot of Staten Island, Inc.",5594,"Camelot of Staten Island, Inc. OP 1",Outpatient Services,Med Sup Outpatient,10472,
