Report Date,Borough,Community District,Case Type,Cases,Individuals
06/30/2021,Bronx,3,All Case Types,699,1524
06/30/2021,Bronx,4,All Case Types,751,1630
06/30/2021,Bronx,5,All Case Types,763,1556
06/30/2021,Bronx,6,All Case Types,618,1256
06/30/2021,Bronx,7,All Case Types,480,986
06/30/2021,Bronx,8,All Case Types,131,239
06/30/2021,Bronx,9,All Case Types,716,1477
06/30/2021,Bronx,10,All Case Types,181,358
06/30/2021,Bronx,11,All Case Types,323,626
06/30/2021,Bronx,12,All Case Types,668,1332
06/30/2021,Bronx,Unknown CD,All Case Types,1672,2910
06/30/2021,Brooklyn,1,All Case Types,213,333
06/30/2021,Brooklyn,2,All Case Types,211,330
06/30/2021,Brooklyn,3,All Case Types,755,1258
06/30/2021,Brooklyn,4,All Case Types,296,510
06/30/2021,Brooklyn,5,All Case Types,896,1656
06/30/2021,Brooklyn,6,All Case Types,143,257
06/30/2021,Brooklyn,7,All Case Types,88,158
06/30/2021,Brooklyn,8,All Case Types,359,577
06/30/2021,Brooklyn,9,All Case Types,280,459
06/30/2021,Brooklyn,10,All Case Types,59,94
06/30/2021,Brooklyn,11,All Case Types,89,169
06/30/2021,Brooklyn,12,All Case Types,76,129
06/30/2021,Brooklyn,13,All Case Types,212,390
06/30/2021,Brooklyn,14,All Case Types,223,382
06/30/2021,Brooklyn,15,All Case Types,67,120
06/30/2021,Brooklyn,16,All Case Types,637,1192
06/30/2021,Brooklyn,17,All Case Types,522,947
06/30/2021,Brooklyn,18,All Case Types,345,613
06/30/2021,Brooklyn,Unknown CD,All Case Types,1378,2090
06/30/2021,Manhattan,1,All Case Types,292,547
06/30/2021,Manhattan,2,All Case Types,20,22
06/30/2021,Manhattan,3,All Case Types,321,518
06/30/2021,Manhattan,4,All Case Types,166,243
06/30/2021,Manhattan,5,All Case Types,104,150
06/30/2021,Manhattan,6,All Case Types,112,130
06/30/2021,Manhattan,7,All Case Types,178,268
06/30/2021,Manhattan,8,All Case Types,47,77
06/30/2021,Manhattan,9,All Case Types,283,454
06/30/2021,Manhattan,10,All Case Types,616,1072
06/30/2021,Manhattan,11,All Case Types,695,1162
06/30/2021,Manhattan,12,All Case Types,338,591
06/30/2021,Manhattan,Unknown CD,All Case Types,2690,3189
06/30/2021,Queens,1,All Case Types,473,597
06/30/2021,Queens,2,All Case Types,224,279
06/30/2021,Queens,3,All Case Types,138,253
06/30/2021,Queens,4,All Case Types,100,167
06/30/2021,Queens,5,All Case Types,111,180
06/30/2021,Queens,6,All Case Types,34,55
06/30/2021,Queens,7,All Case Types,113,190
06/30/2021,Queens,8,All Case Types,139,219
06/30/2021,Queens,9,All Case Types,147,248
06/30/2021,Queens,10,All Case Types,120,178
06/30/2021,Queens,11,All Case Types,11,16
06/30/2021,Queens,12,All Case Types,726,1314
06/30/2021,Queens,13,All Case Types,288,458
06/30/2021,Queens,14,All Case Types,417,784
06/30/2021,Queens,Unknown CD,All Case Types,865,1368
06/30/2021,Staten Island,1,All Case Types,300,547
06/30/2021,Staten Island,2,All Case Types,42,69
06/30/2021,Staten Island,3,All Case Types,20,33
06/30/2021,Staten Island,Unknown CD,All Case Types,80,126
07/31/2021,Bronx,1,All Case Types,769,1608
07/31/2021,Bronx,2,All Case Types,340,733
07/31/2021,Bronx,3,All Case Types,661,1436
07/31/2021,Bronx,4,All Case Types,687,1478
07/31/2021,Bronx,5,All Case Types,704,1425
07/31/2021,Bronx,6,All Case Types,593,1196
07/31/2021,Bronx,7,All Case Types,462,918
07/31/2021,Bronx,8,All Case Types,132,247
07/31/2021,Bronx,9,All Case Types,670,1376
07/31/2021,Bronx,10,All Case Types,176,331
07/31/2021,Bronx,11,All Case Types,290,564
07/31/2021,Bronx,12,All Case Types,631,1238
07/31/2021,Bronx,Unknown CD,All Case Types,1563,2683
07/31/2021,Brooklyn,1,All Case Types,191,318
07/31/2021,Brooklyn,2,All Case Types,202,305
07/31/2021,Brooklyn,3,All Case Types,715,1196
07/31/2021,Brooklyn,4,All Case Types,277,485
07/31/2021,Brooklyn,5,All Case Types,847,1577
07/31/2021,Brooklyn,6,All Case Types,124,228
07/31/2021,Brooklyn,7,All Case Types,83,150
07/31/2021,Brooklyn,8,All Case Types,353,577
07/31/2021,Brooklyn,9,All Case Types,280,462
07/31/2021,Brooklyn,10,All Case Types,59,94
07/31/2021,Brooklyn,11,All Case Types,88,161
07/31/2021,Brooklyn,12,All Case Types,70,117
07/31/2021,Brooklyn,13,All Case Types,212,391
07/31/2021,Brooklyn,14,All Case Types,229,391
07/31/2021,Brooklyn,15,All Case Types,68,124
07/31/2021,Brooklyn,16,All Case Types,630,1188
07/31/2021,Brooklyn,17,All Case Types,494,894
07/31/2021,Brooklyn,18,All Case Types,323,589
07/31/2021,Brooklyn,Unknown CD,All Case Types,1332,2008
07/31/2021,Manhattan,1,All Case Types,286,549
07/31/2021,Manhattan,2,All Case Types,21,23
07/31/2021,Manhattan,3,All Case Types,305,494
07/31/2021,Manhattan,4,All Case Types,156,222
07/31/2021,Manhattan,5,All Case Types,103,152
07/31/2021,Manhattan,6,All Case Types,114,133
07/31/2021,Manhattan,7,All Case Types,172,262
07/31/2021,Manhattan,8,All Case Types,46,74
07/31/2021,Manhattan,9,All Case Types,277,458
07/31/2021,Manhattan,10,All Case Types,564,981
07/31/2021,Manhattan,11,All Case Types,654,1112
07/31/2021,Manhattan,12,All Case Types,312,530
07/31/2021,Manhattan,Unknown CD,All Case Types,2575,3038
07/31/2021,Queens,1,All Case Types,454,578
07/31/2021,Queens,2,All Case Types,212,265
07/31/2021,Queens,3,All Case Types,128,240
07/31/2021,Queens,4,All Case Types,102,170
07/31/2021,Queens,5,All Case Types,104,171
07/31/2021,Queens,6,All Case Types,31,45
07/31/2021,Queens,7,All Case Types,106,181
07/31/2021,Queens,8,All Case Types,138,211
07/31/2021,Queens,9,All Case Types,144,252
07/31/2021,Queens,10,All Case Types,119,196
07/31/2021,Queens,11,All Case Types,9,14
07/31/2021,Queens,12,All Case Types,699,1278
07/31/2021,Queens,13,All Case Types,274,458
07/31/2021,Queens,14,All Case Types,392,735
07/31/2021,Queens,Unknown CD,All Case Types,842,1345
07/31/2021,Staten Island,1,All Case Types,286,530
07/31/2021,Staten Island,2,All Case Types,35,61
07/31/2021,Staten Island,3,All Case Types,22,34
07/31/2021,Staten Island,Unknown CD,All Case Types,74,111
08/31/2021,Bronx,1,All Case Types,766,1630
08/31/2021,Bronx,2,All Case Types,334,715
08/31/2021,Bronx,3,All Case Types,652,1417
08/31/2021,Bronx,4,All Case Types,677,1449
08/31/2021,Bronx,5,All Case Types,686,1410
08/31/2021,Bronx,6,All Case Types,580,1151
08/31/2021,Bronx,7,All Case Types,469,937
08/31/2021,Bronx,8,All Case Types,131,252
08/31/2021,Bronx,9,All Case Types,667,1364
08/31/2021,Bronx,10,All Case Types,179,340
08/31/2021,Bronx,11,All Case Types,288,559
08/31/2021,Bronx,12,All Case Types,616,1212
08/31/2021,Bronx,Unknown CD,All Case Types,1567,2711
08/31/2021,Brooklyn,1,All Case Types,192,320
08/31/2021,Brooklyn,2,All Case Types,195,294
08/31/2021,Brooklyn,3,All Case Types,701,1198
08/31/2021,Brooklyn,4,All Case Types,294,516
08/31/2021,Brooklyn,5,All Case Types,880,1638
08/31/2021,Brooklyn,6,All Case Types,131,237
08/31/2021,Brooklyn,7,All Case Types,84,159
08/31/2021,Brooklyn,8,All Case Types,354,585
08/31/2021,Brooklyn,9,All Case Types,277,462
08/31/2021,Brooklyn,10,All Case Types,54,82
08/31/2021,Brooklyn,11,All Case Types,87,164
08/31/2021,Brooklyn,12,All Case Types,73,124
08/31/2021,Brooklyn,13,All Case Types,202,373
08/31/2021,Brooklyn,14,All Case Types,239,411
08/31/2021,Brooklyn,15,All Case Types,66,113
08/31/2021,Brooklyn,16,All Case Types,628,1194
08/31/2021,Brooklyn,17,All Case Types,493,883
08/31/2021,Brooklyn,18,All Case Types,324,587
08/31/2021,Brooklyn,Unknown CD,All Case Types,1331,2014
08/31/2021,Manhattan,1,All Case Types,289,584
08/31/2021,Manhattan,2,All Case Types,22,24
08/31/2021,Manhattan,3,All Case Types,303,500
08/31/2021,Manhattan,4,All Case Types,157,217
08/31/2021,Manhattan,5,All Case Types,101,148
08/31/2021,Manhattan,6,All Case Types,112,127
08/31/2021,Manhattan,7,All Case Types,174,262
08/31/2021,Manhattan,8,All Case Types,45,79
08/31/2021,Manhattan,9,All Case Types,264,434
08/31/2021,Manhattan,10,All Case Types,550,964
08/31/2021,Manhattan,11,All Case Types,660,1110
08/31/2021,Manhattan,12,All Case Types,322,545
08/31/2021,Manhattan,Unknown CD,All Case Types,2643,3127
08/31/2021,Queens,1,All Case Types,437,567
08/31/2021,Queens,2,All Case Types,208,262
08/31/2021,Queens,3,All Case Types,116,225
08/31/2021,Queens,4,All Case Types,102,165
08/31/2021,Queens,5,All Case Types,113,185
08/31/2021,Queens,6,All Case Types,33,47
08/31/2021,Queens,7,All Case Types,101,178
08/31/2021,Queens,8,All Case Types,133,207
08/31/2021,Queens,9,All Case Types,142,243
08/31/2021,Queens,10,All Case Types,119,188
08/31/2021,Queens,11,All Case Types,10,17
08/31/2021,Queens,12,All Case Types,682,1243
08/31/2021,Queens,13,All Case Types,265,435
08/31/2021,Queens,14,All Case Types,386,711
08/31/2021,Queens,Unknown CD,All Case Types,810,1300
08/31/2021,Staten Island,1,All Case Types,288,535
08/31/2021,Staten Island,2,All Case Types,34,58
08/31/2021,Staten Island,3,All Case Types,20,31
08/31/2021,Staten Island,Unknown CD,All Case Types,77,119
09/30/2021,Bronx,1,All Case Types,775,1644
09/30/2021,Bronx,2,All Case Types,376,791
09/30/2021,Bronx,3,All Case Types,654,1432
09/30/2021,Bronx,4,All Case Types,692,1468
09/30/2021,Bronx,5,All Case Types,701,1441
09/30/2021,Bronx,6,All Case Types,585,1181
09/30/2021,Bronx,7,All Case Types,486,974
09/30/2021,Bronx,8,All Case Types,132,247
09/30/2021,Bronx,9,All Case Types,674,1384
09/30/2021,Bronx,10,All Case Types,183,348
09/30/2021,Bronx,11,All Case Types,297,575
09/30/2021,Bronx,12,All Case Types,637,1284
09/30/2021,Bronx,Unknown CD,All Case Types,1630,2788
09/30/2021,Brooklyn,1,All Case Types,196,326
09/30/2021,Brooklyn,2,All Case Types,190,288
09/30/2021,Brooklyn,3,All Case Types,709,1201
09/30/2021,Brooklyn,4,All Case Types,285,496
09/30/2021,Brooklyn,5,All Case Types,861,1619
09/30/2021,Brooklyn,6,All Case Types,134,245
09/30/2021,Brooklyn,7,All Case Types,88,164
09/30/2021,Brooklyn,8,All Case Types,354,602
09/30/2021,Brooklyn,9,All Case Types,289,466
09/30/2021,Brooklyn,10,All Case Types,52,80
09/30/2021,Brooklyn,11,All Case Types,86,166
09/30/2021,Brooklyn,12,All Case Types,72,123
09/30/2021,Brooklyn,13,All Case Types,206,385
09/30/2021,Brooklyn,14,All Case Types,232,399
09/30/2021,Brooklyn,15,All Case Types,73,129
09/30/2021,Brooklyn,16,All Case Types,617,1169
09/30/2021,Brooklyn,17,All Case Types,514,921
09/30/2021,Brooklyn,18,All Case Types,331,585
09/30/2021,Brooklyn,Unknown CD,All Case Types,1333,2023
09/30/2021,Manhattan,1,All Case Types,289,607
09/30/2021,Manhattan,2,All Case Types,20,22
09/30/2021,Manhattan,3,All Case Types,315,508
09/30/2021,Manhattan,4,All Case Types,169,233
09/30/2021,Manhattan,5,All Case Types,95,138
09/30/2021,Manhattan,6,All Case Types,107,126
09/30/2021,Manhattan,7,All Case Types,181,278
09/30/2021,Manhattan,8,All Case Types,48,79
09/30/2021,Manhattan,9,All Case Types,269,438
09/30/2021,Manhattan,10,All Case Types,537,935
09/30/2021,Manhattan,11,All Case Types,665,1139
09/30/2021,Manhattan,12,All Case Types,337,562
09/30/2021,Manhattan,Unknown CD,All Case Types,2667,3151
09/30/2021,Queens,1,All Case Types,439,589
09/30/2021,Queens,2,All Case Types,201,256
09/30/2021,Queens,3,All Case Types,118,218
09/30/2021,Queens,4,All Case Types,101,161
09/30/2021,Queens,5,All Case Types,109,189
09/30/2021,Queens,6,All Case Types,37,59
09/30/2021,Queens,7,All Case Types,109,192
09/30/2021,Queens,8,All Case Types,124,197
09/30/2021,Queens,9,All Case Types,147,261
09/30/2021,Queens,10,All Case Types,129,204
09/30/2021,Queens,11,All Case Types,12,20
09/30/2021,Queens,12,All Case Types,689,1260
09/30/2021,Queens,13,All Case Types,272,451
09/30/2021,Queens,14,All Case Types,400,742
09/30/2021,Queens,Unknown CD,All Case Types,843,1354
09/30/2021,Staten Island,1,All Case Types,295,545
09/30/2021,Staten Island,2,All Case Types,31,53
09/30/2021,Staten Island,3,All Case Types,25,37
09/30/2021,Staten Island,Unknown CD,All Case Types,77,129
10/31/2021,Bronx,1,All Case Types,765,1614
10/31/2021,Bronx,2,All Case Types,380,814
10/31/2021,Bronx,3,All Case Types,660,1449
10/31/2021,Bronx,4,All Case Types,704,1506
10/31/2021,Bronx,5,All Case Types,691,1395
10/31/2021,Bronx,6,All Case Types,593,1200
10/31/2021,Bronx,7,All Case Types,487,981
10/31/2021,Bronx,8,All Case Types,124,235
10/31/2021,Bronx,9,All Case Types,676,1383
10/31/2021,Bronx,10,All Case Types,178,347
10/31/2021,Bronx,11,All Case Types,291,558
10/31/2021,Bronx,12,All Case Types,639,1293
10/31/2021,Bronx,Unknown CD,All Case Types,1668,2888
10/31/2021,Brooklyn,1,All Case Types,218,375
10/31/2021,Brooklyn,2,All Case Types,189,294
10/31/2021,Brooklyn,3,All Case Types,710,1199
10/31/2021,Brooklyn,4,All Case Types,279,476
10/31/2021,Brooklyn,5,All Case Types,864,1636
10/31/2021,Brooklyn,6,All Case Types,140,260
10/31/2021,Brooklyn,7,All Case Types,87,161
10/31/2021,Brooklyn,8,All Case Types,366,616
10/31/2021,Brooklyn,9,All Case Types,297,474
10/31/2021,Brooklyn,10,All Case Types,54,82
10/31/2021,Brooklyn,11,All Case Types,83,157
10/31/2021,Brooklyn,12,All Case Types,78,131
10/31/2021,Brooklyn,13,All Case Types,207,375
10/31/2021,Brooklyn,14,All Case Types,231,395
10/31/2021,Brooklyn,15,All Case Types,74,133
10/31/2021,Brooklyn,16,All Case Types,619,1150
10/31/2021,Brooklyn,17,All Case Types,508,909
10/31/2021,Brooklyn,18,All Case Types,352,623
10/31/2021,Brooklyn,Unknown CD,All Case Types,1343,2018
10/31/2021,Manhattan,1,All Case Types,288,611
10/31/2021,Manhattan,2,All Case Types,20,23
10/31/2021,Manhattan,3,All Case Types,308,501
10/31/2021,Manhattan,4,All Case Types,182,256
10/31/2021,Manhattan,5,All Case Types,97,147
10/31/2021,Manhattan,6,All Case Types,109,128
10/31/2021,Manhattan,7,All Case Types,186,298
10/31/2021,Manhattan,8,All Case Types,48,80
10/31/2021,Manhattan,9,All Case Types,273,448
10/31/2021,Manhattan,10,All Case Types,554,985
10/31/2021,Manhattan,11,All Case Types,656,1115
10/31/2021,Manhattan,12,All Case Types,340,561
10/31/2021,Manhattan,Unknown CD,All Case Types,2692,3182
10/31/2021,Queens,1,All Case Types,426,573
10/31/2021,Queens,2,All Case Types,195,254
10/31/2021,Queens,3,All Case Types,130,239
10/31/2021,Queens,4,All Case Types,98,165
10/31/2021,Queens,5,All Case Types,110,195
10/31/2021,Queens,6,All Case Types,35,57
10/31/2021,Queens,7,All Case Types,103,194
10/31/2021,Queens,8,All Case Types,126,203
10/31/2021,Queens,9,All Case Types,142,240
10/31/2021,Queens,10,All Case Types,119,192
10/31/2021,Queens,11,All Case Types,13,24
10/31/2021,Queens,12,All Case Types,684,1245
10/31/2021,Queens,13,All Case Types,282,467
10/31/2021,Queens,14,All Case Types,388,707
10/31/2021,Queens,Unknown CD,All Case Types,846,1343
10/31/2021,Staten Island,1,All Case Types,290,528
10/31/2021,Staten Island,2,All Case Types,33,61
10/31/2021,Staten Island,3,All Case Types,23,33
10/31/2021,Staten Island,Unknown CD,All Case Types,72,117
11/30/2021,Bronx,1,All Case Types,742,1562
11/30/2021,Bronx,2,All Case Types,377,782
11/30/2021,Bronx,3,All Case Types,667,1444
11/30/2021,Bronx,4,All Case Types,725,1580
11/30/2021,Bronx,5,All Case Types,692,1361
11/30/2021,Bronx,6,All Case Types,594,1204
11/30/2021,Bronx,7,All Case Types,490,979
11/30/2021,Bronx,8,All Case Types,132,247
11/30/2021,Bronx,9,All Case Types,680,1388
11/30/2021,Bronx,10,All Case Types,186,362
11/30/2021,Bronx,11,All Case Types,294,567
11/30/2021,Bronx,12,All Case Types,650,1300
11/30/2021,Bronx,Unknown CD,All Case Types,1686,2901
11/30/2021,Brooklyn,1,All Case Types,207,359
11/30/2021,Brooklyn,2,All Case Types,188,291
11/30/2021,Brooklyn,3,All Case Types,744,1254
11/30/2021,Brooklyn,4,All Case Types,292,511
11/30/2021,Brooklyn,5,All Case Types,854,1606
11/30/2021,Brooklyn,6,All Case Types,139,257
11/30/2021,Brooklyn,7,All Case Types,85,161
11/30/2021,Brooklyn,8,All Case Types,368,617
11/30/2021,Brooklyn,9,All Case Types,309,492
11/30/2021,Brooklyn,10,All Case Types,57,85
11/30/2021,Brooklyn,11,All Case Types,82,151
11/30/2021,Brooklyn,12,All Case Types,67,104
11/30/2021,Brooklyn,13,All Case Types,211,389
11/30/2021,Brooklyn,14,All Case Types,215,370
11/30/2021,Brooklyn,15,All Case Types,67,118
11/30/2021,Brooklyn,16,All Case Types,614,1122
11/30/2021,Brooklyn,17,All Case Types,519,914
11/30/2021,Brooklyn,18,All Case Types,354,640
11/30/2021,Brooklyn,Unknown CD,All Case Types,1380,2082
11/30/2021,Manhattan,1,All Case Types,283,585
11/30/2021,Manhattan,2,All Case Types,20,23
11/30/2021,Manhattan,3,All Case Types,300,495
11/30/2021,Manhattan,4,All Case Types,181,252
11/30/2021,Manhattan,5,All Case Types,97,136
11/30/2021,Manhattan,6,All Case Types,105,124
11/30/2021,Manhattan,7,All Case Types,194,313
11/30/2021,Manhattan,8,All Case Types,49,82
11/30/2021,Manhattan,9,All Case Types,272,433
11/30/2021,Manhattan,10,All Case Types,558,986
11/30/2021,Manhattan,11,All Case Types,664,1114
11/30/2021,Manhattan,12,All Case Types,328,554
11/30/2021,Manhattan,Unknown CD,All Case Types,2772,3258
11/30/2021,Queens,1,All Case Types,435,572
11/30/2021,Queens,2,All Case Types,188,243
11/30/2021,Queens,3,All Case Types,124,229
11/30/2021,Queens,4,All Case Types,104,169
11/30/2021,Queens,5,All Case Types,111,193
11/30/2021,Queens,6,All Case Types,35,60
11/30/2021,Queens,7,All Case Types,104,189
11/30/2021,Queens,8,All Case Types,119,182
11/30/2021,Queens,9,All Case Types,140,234
11/30/2021,Queens,10,All Case Types,118,193
11/30/2021,Queens,11,All Case Types,11,18
11/30/2021,Queens,12,All Case Types,693,1239
11/30/2021,Queens,13,All Case Types,268,438
11/30/2021,Queens,14,All Case Types,380,676
11/30/2021,Queens,Unknown CD,All Case Types,838,1315
11/30/2021,Staten Island,1,All Case Types,280,521
11/30/2021,Staten Island,2,All Case Types,35,64
11/30/2021,Staten Island,3,All Case Types,25,38
11/30/2021,Staten Island,Unknown CD,All Case Types,66,109
12/31/2021,Bronx,1,All Case Types,720,1498
12/31/2021,Bronx,2,All Case Types,370,779
12/31/2021,Bronx,3,All Case Types,648,1431
12/31/2021,Bronx,4,All Case Types,723,1582
12/31/2021,Bronx,5,All Case Types,662,1301
12/31/2021,Bronx,6,All Case Types,596,1216
12/31/2021,Bronx,7,All Case Types,458,922
12/31/2021,Bronx,8,All Case Types,138,253
12/31/2021,Bronx,9,All Case Types,645,1340
12/31/2021,Bronx,10,All Case Types,178,345
12/31/2021,Bronx,11,All Case Types,275,548
12/31/2021,Bronx,12,All Case Types,632,1254
12/31/2021,Bronx,Unknown CD,All Case Types,1662,2910
12/31/2021,Brooklyn,1,All Case Types,213,368
12/31/2021,Brooklyn,2,All Case Types,177,281
12/31/2021,Brooklyn,3,All Case Types,705,1195
12/31/2021,Brooklyn,4,All Case Types,274,476
12/31/2021,Brooklyn,5,All Case Types,831,1567
12/31/2021,Brooklyn,6,All Case Types,132,256
12/31/2021,Brooklyn,7,All Case Types,82,162
12/31/2021,Brooklyn,8,All Case Types,353,607
12/31/2021,Brooklyn,9,All Case Types,291,454
12/31/2021,Brooklyn,10,All Case Types,53,79
12/31/2021,Brooklyn,11,All Case Types,80,141
12/31/2021,Brooklyn,12,All Case Types,59,97
12/31/2021,Brooklyn,13,All Case Types,213,393
12/31/2021,Brooklyn,14,All Case Types,215,353
12/31/2021,Brooklyn,15,All Case Types,66,120
12/31/2021,Brooklyn,16,All Case Types,585,1081
12/31/2021,Brooklyn,17,All Case Types,523,920
12/31/2021,Brooklyn,18,All Case Types,330,589
12/31/2021,Brooklyn,Unknown CD,All Case Types,1347,2050
12/31/2021,Manhattan,1,All Case Types,289,592
12/31/2021,Manhattan,2,All Case Types,21,25
12/31/2021,Manhattan,3,All Case Types,293,469
12/31/2021,Manhattan,4,All Case Types,193,269
12/31/2021,Manhattan,5,All Case Types,107,157
12/31/2021,Manhattan,6,All Case Types,91,106
12/31/2021,Manhattan,7,All Case Types,184,300
12/31/2021,Manhattan,8,All Case Types,51,87
12/31/2021,Manhattan,9,All Case Types,251,419
12/31/2021,Manhattan,10,All Case Types,528,939
12/31/2021,Manhattan,11,All Case Types,640,1075
12/31/2021,Manhattan,12,All Case Types,325,551
12/31/2021,Manhattan,Unknown CD,All Case Types,2716,3208
12/31/2021,Queens,1,All Case Types,427,556
12/31/2021,Queens,2,All Case Types,193,249
12/31/2021,Queens,3,All Case Types,122,229
12/31/2021,Queens,4,All Case Types,95,155
12/31/2021,Queens,5,All Case Types,110,185
12/31/2021,Queens,6,All Case Types,32,59
12/31/2021,Queens,7,All Case Types,96,164
12/31/2021,Queens,8,All Case Types,119,173
12/31/2021,Queens,9,All Case Types,139,245
12/31/2021,Queens,10,All Case Types,109,185
12/31/2021,Queens,11,All Case Types,10,17
12/31/2021,Queens,12,All Case Types,645,1160
12/31/2021,Queens,13,All Case Types,265,434
12/31/2021,Queens,14,All Case Types,370,663
12/31/2021,Queens,Unknown CD,All Case Types,832,1346
12/31/2021,Staten Island,1,All Case Types,271,502
12/31/2021,Staten Island,2,All Case Types,34,62
12/31/2021,Staten Island,3,All Case Types,26,42
12/31/2021,Staten Island,Unknown CD,All Case Types,70,108
01/31/2022,Bronx,1,All Case Types,728,1483
01/31/2022,Bronx,2,All Case Types,361,764
01/31/2022,Bronx,3,All Case Types,659,1472
01/31/2022,Bronx,4,All Case Types,710,1559
01/31/2022,Bronx,5,All Case Types,656,1304
01/31/2022,Bronx,6,All Case Types,617,1257
01/31/2022,Bronx,7,All Case Types,449,871
01/31/2022,Bronx,8,All Case Types,132,240
01/31/2022,Bronx,9,All Case Types,657,1364
01/31/2022,Bronx,10,All Case Types,180,347
01/31/2022,Bronx,11,All Case Types,274,537
01/31/2022,Bronx,12,All Case Types,658,1293
01/31/2022,Bronx,Unknown CD,All Case Types,1687,2908
01/31/2022,Brooklyn,1,All Case Types,204,346
01/31/2022,Brooklyn,2,All Case Types,194,316
01/31/2022,Brooklyn,3,All Case Types,683,1144
01/31/2022,Brooklyn,4,All Case Types,273,483
01/31/2022,Brooklyn,5,All Case Types,833,1561
01/31/2022,Brooklyn,6,All Case Types,132,253
01/31/2022,Brooklyn,7,All Case Types,82,171
01/31/2022,Brooklyn,8,All Case Types,369,618
01/31/2022,Brooklyn,9,All Case Types,274,418
01/31/2022,Brooklyn,10,All Case Types,53,76
01/31/2022,Brooklyn,11,All Case Types,77,143
01/31/2022,Brooklyn,12,All Case Types,66,103
01/31/2022,Brooklyn,13,All Case Types,211,402
01/31/2022,Brooklyn,14,All Case Types,225,371
01/31/2022,Brooklyn,15,All Case Types,62,109
01/31/2022,Brooklyn,16,All Case Types,582,1081
01/31/2022,Brooklyn,17,All Case Types,522,917
01/31/2022,Brooklyn,18,All Case Types,328,572
01/31/2022,Brooklyn,Unknown CD,All Case Types,1332,2001
01/31/2022,Manhattan,1,All Case Types,304,626
01/31/2022,Manhattan,2,All Case Types,21,23
01/31/2022,Manhattan,3,All Case Types,296,480
01/31/2022,Manhattan,4,All Case Types,198,258
01/31/2022,Manhattan,5,All Case Types,108,153
01/31/2022,Manhattan,6,All Case Types,93,107
01/31/2022,Manhattan,7,All Case Types,199,322
01/31/2022,Manhattan,8,All Case Types,50,83
01/31/2022,Manhattan,9,All Case Types,261,426
01/31/2022,Manhattan,10,All Case Types,560,994
01/31/2022,Manhattan,11,All Case Types,646,1056
01/31/2022,Manhattan,12,All Case Types,339,562
01/31/2022,Manhattan,Unknown CD,All Case Types,2805,3316
01/31/2022,Queens,1,All Case Types,439,558
01/31/2022,Queens,2,All Case Types,198,255
01/31/2022,Queens,3,All Case Types,124,230
01/31/2022,Queens,4,All Case Types,96,152
01/31/2022,Queens,5,All Case Types,110,180
01/31/2022,Queens,6,All Case Types,30,55
01/31/2022,Queens,7,All Case Types,102,175
01/31/2022,Queens,8,All Case Types,109,162
01/31/2022,Queens,9,All Case Types,136,241
01/31/2022,Queens,10,All Case Types,108,172
01/31/2022,Queens,11,All Case Types,13,19
01/31/2022,Queens,12,All Case Types,668,1200
01/31/2022,Queens,13,All Case Types,265,428
01/31/2022,Queens,14,All Case Types,388,692
01/31/2022,Queens,Unknown CD,All Case Types,846,1380
01/31/2022,Staten Island,1,All Case Types,289,529
01/31/2022,Staten Island,2,All Case Types,41,71
01/31/2022,Staten Island,3,All Case Types,27,43
01/31/2022,Staten Island,Unknown CD,All Case Types,60,97
02/28/2022,Bronx,1,All Case Types,720,1491
02/28/2022,Bronx,2,All Case Types,379,782
02/28/2022,Bronx,3,All Case Types,672,1488
02/28/2022,Bronx,4,All Case Types,713,1537
02/28/2022,Bronx,5,All Case Types,670,1333
02/28/2022,Bronx,6,All Case Types,623,1280
02/28/2022,Bronx,7,All Case Types,456,880
02/28/2022,Bronx,8,All Case Types,136,239
02/28/2022,Bronx,9,All Case Types,653,1335
02/28/2022,Bronx,10,All Case Types,181,348
02/28/2022,Bronx,11,All Case Types,275,527
02/28/2022,Bronx,12,All Case Types,649,1274
02/28/2022,Bronx,Unknown CD,All Case Types,1661,2824
02/28/2022,Brooklyn,1,All Case Types,192,332
02/28/2022,Brooklyn,2,All Case Types,186,294
02/28/2022,Brooklyn,3,All Case Types,680,1136
02/28/2022,Brooklyn,4,All Case Types,267,469
02/28/2022,Brooklyn,5,All Case Types,826,1525
02/28/2022,Brooklyn,6,All Case Types,136,269
02/28/2022,Brooklyn,7,All Case Types,82,178
02/28/2022,Brooklyn,8,All Case Types,353,591
02/28/2022,Brooklyn,9,All Case Types,282,438
02/28/2022,Brooklyn,10,All Case Types,58,88
02/28/2022,Brooklyn,11,All Case Types,71,141
02/28/2022,Brooklyn,12,All Case Types,67,106
02/28/2022,Brooklyn,13,All Case Types,204,389
02/28/2022,Brooklyn,14,All Case Types,222,366
02/28/2022,Brooklyn,15,All Case Types,65,115
02/28/2022,Brooklyn,16,All Case Types,602,1116
02/28/2022,Brooklyn,17,All Case Types,518,905
02/28/2022,Brooklyn,18,All Case Types,324,556
02/28/2022,Brooklyn,Unknown CD,All Case Types,1389,2115
02/28/2022,Manhattan,1,All Case Types,298,652
02/28/2022,Manhattan,2,All Case Types,22,24
02/28/2022,Manhattan,3,All Case Types,301,485
02/28/2022,Manhattan,4,All Case Types,203,262
02/28/2022,Manhattan,5,All Case Types,109,151
02/28/2022,Manhattan,6,All Case Types,91,103
02/28/2022,Manhattan,7,All Case Types,199,329
02/28/2022,Manhattan,8,All Case Types,44,72
02/28/2022,Manhattan,9,All Case Types,254,414
