Provider Number,Provider Name,Program Number,Program Name,Program County,Program Category,Program Service Type,Program Status,Zip Code of Residence,Total Admissions
10030,Center for Comprehensive Hlth Practice,3553,Extended Care Program OTP,New York,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10474,R
10030,Center for Comprehensive Hlth Practice,3553,Extended Care Program OTP,New York,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10562,R
10030,Center for Comprehensive Hlth Practice,3553,Extended Care Program OTP,New York,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11219,R
10030,Center for Comprehensive Hlth Practice,3553,Extended Care Program OTP,New York,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11221,R
10030,Center for Comprehensive Hlth Practice,3553,Extended Care Program OTP,New York,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11231,R
10030,Center for Comprehensive Hlth Practice,3553,Extended Care Program OTP,New York,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11232,R
10030,Center for Comprehensive Hlth Practice,3553,Extended Care Program OTP,New York,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11374,R
10030,Center for Comprehensive Hlth Practice,3553,Extended Care Program OTP,New York,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11375,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,07928,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,08005,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10002,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10009,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10013,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10018,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10026,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10028,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10031,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10037,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10039,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10040,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10304,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10306,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10308,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10309,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10312,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10314,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10452,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10453,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10456,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10458,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10459,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10460,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10462,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10467,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10468,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10472,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10474,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10511,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10512,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10533,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10562,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10965,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,10983,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11004,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11101,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11102,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11104,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11105,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11204,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11206,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11207,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11208,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11211,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11212,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11213,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11214,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11216,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11217,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11219,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11220,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11221,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11224,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11229,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11230,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11235,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11236,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11237,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11238,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11358,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11361,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11366,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11370,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11385,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11413,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11418,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11420,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11429,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11435,7
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11729,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11731,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11735,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11743,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11756,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11757,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11763,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11769,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11778,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,11950,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,12543,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,12553,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,12603,R
16890,"Samaritan Daytop Village, Inc.",393,Samaritan Daytop Village Inc M‐IR,Queens,Opioid Treatment Program,Intensive Residential,Operational,99999,6
16890,"Samaritan Daytop Village, Inc.",52532,"Samaritan Daytop Village, Inc. OTP",Queens,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10009,R
16890,"Samaritan Daytop Village, Inc.",52532,"Samaritan Daytop Village, Inc. OTP",Queens,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10026,R
16890,"Samaritan Daytop Village, Inc.",52532,"Samaritan Daytop Village, Inc. OTP",Queens,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10306,R
16890,"Samaritan Daytop Village, Inc.",52532,"Samaritan Daytop Village, Inc. OTP",Queens,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10805,R
16890,"Samaritan Daytop Village, Inc.",52532,"Samaritan Daytop Village, Inc. OTP",Queens,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11220,R
16890,"Samaritan Daytop Village, Inc.",52532,"Samaritan Daytop Village, Inc. OTP",Queens,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11221,R
16890,"Samaritan Daytop Village, Inc.",52532,"Samaritan Daytop Village, Inc. OTP",Queens,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11223,R
16890,"Samaritan Daytop Village, Inc.",52532,"Samaritan Daytop Village, Inc. OTP",Queens,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11235,R
16890,"Samaritan Daytop Village, Inc.",52532,"Samaritan Daytop Village, Inc. OTP",Queens,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11363,R
16890,"Samaritan Daytop Village, Inc.",52532,"Samaritan Daytop Village, Inc. OTP",Queens,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11572,R
16890,"Samaritan Daytop Village, Inc.",52532,"Samaritan Daytop Village, Inc. OTP",Queens,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11705,R
16890,"Samaritan Daytop Village, Inc.",52532,"Samaritan Daytop Village, Inc. OTP",Queens,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11735,R
16890,"Samaritan Daytop Village, Inc.",52532,"Samaritan Daytop Village, Inc. OTP",Queens,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11756,R
16890,"Samaritan Daytop Village, Inc.",52532,"Samaritan Daytop Village, Inc. OTP",Queens,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,12452,R
16890,"Samaritan Daytop Village, Inc.",52532,"Samaritan Daytop Village, Inc. OTP",Queens,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,99999,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10001,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10016,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10017,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10024,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10025,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10026,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10027,6
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10029,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10030,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10031,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10032,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10035,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10036,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10039,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10304,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10451,15
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10452,6
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10453,12
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10454,27
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10455,26
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10456,17
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10457,11
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10458,8
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10459,14
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10460,12
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10461,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10462,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10463,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10466,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10467,13
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10468,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10469,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10472,13
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10473,8
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10474,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10475,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10583,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10801,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11106,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11201,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11203,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11208,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11212,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11213,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11221,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11222,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11357,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11374,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11377,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11385,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11432,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11433,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11520,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11694,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,11741,R
16890,"Samaritan Daytop Village, Inc.",52882,"Samaritan Daytop Village, Inc. OTP 1",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,99999,R
16890,"Samaritan Daytop Village, Inc.",52883,"Samaritan Daytop Village, Inc. OTP 2",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10001,R
16890,"Samaritan Daytop Village, Inc.",52883,"Samaritan Daytop Village, Inc. OTP 2",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10003,R
16890,"Samaritan Daytop Village, Inc.",52883,"Samaritan Daytop Village, Inc. OTP 2",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10005,R
16890,"Samaritan Daytop Village, Inc.",52883,"Samaritan Daytop Village, Inc. OTP 2",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10009,R
16890,"Samaritan Daytop Village, Inc.",52883,"Samaritan Daytop Village, Inc. OTP 2",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10017,R
16890,"Samaritan Daytop Village, Inc.",52883,"Samaritan Daytop Village, Inc. OTP 2",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10025,R
16890,"Samaritan Daytop Village, Inc.",52883,"Samaritan Daytop Village, Inc. OTP 2",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10027,R
16890,"Samaritan Daytop Village, Inc.",52883,"Samaritan Daytop Village, Inc. OTP 2",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10029,R
16890,"Samaritan Daytop Village, Inc.",52883,"Samaritan Daytop Village, Inc. OTP 2",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10030,R
16890,"Samaritan Daytop Village, Inc.",52883,"Samaritan Daytop Village, Inc. OTP 2",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10032,R
16890,"Samaritan Daytop Village, Inc.",52883,"Samaritan Daytop Village, Inc. OTP 2",Bronx,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,10035,R
